# PKHeX form -> PokeAPI sprite stems. Generated by tools/SpriteForms/build.py; do not edit.
# Form data: PokeAPI (https://github.com/PokeAPI/pokeapi) BSD-3-Clause; files: PokeAPI/sprites.
76-1	10111	3	10111	3
77-0	77	3	77	3
77-1	10162	3	10162	3
78-0	78	3	78	3
78-1	10163	3	10163	3
79-0	79	3	79	3
79-1	10164	3	10164	3
80-0	80	3	80	3
80-1	10071	3	10071	3
80-2	10165	3	10165	3
81-0	81	3	81	3
82-0	82	3	82	3
83-0	83	3	83	3
83-1	10166	3	10166	3
84-0	84	15	84	15
85-0	85	15	85	15
86-0	86	3	86	3
87-0	87	3	87	3
88-0	88	3	88	3
88-1	10112	3	10112	3
89-0	89	3	89	3
89-1	10113	3	10113	3
90-0	90	3	90	3
91-0	91	3	91	3
92-0	92	3	92	3
93-0	93	3	93	3
94-0	94	3	94	3
94-0g	10202	3	10202	3
94-1	10038	3	10038	3
95-0	95	3	95	3
96-0	96	3	96	3
97-0	97	15	97	15
98-0	98	3	98	3
99-0	99	3	99	3
99-0g	10203	3	10203	3
100-0	100	3	100	3
100-1	10231	3	10231	3
101-0	101	3	101	3
101-1	10232	3	10232	3
101-2	10232	3	10232	3
102-0	102	3	102	3
103-0	103	3	103	3
103-1	10114	3	10114	3
104-0	104	3	104	3
105-0	105	3	105	3
105-1	10115	3	10115	3
105-2	10149	3	10149	3
106-0	106	3	106	3
107-0	107	3	107	3
108-0	108	3	108	3
109-0	109	3	109	3
110-0	110	3	110	3
110-1	10167	3	10167	3
111-0	111	15	111	15
112-0	112	15	112	15
113-0	113	3	113	3
114-0	114	3	114	3
115-0	115	3	115	3
115-1	10039	3	10039	3
116-0	116	3	116	3
117-0	117	3	117	3
118-0	118	15	118	15
119-0	119	15	119	15
120-0	120	3	120	3
121-0	121	3	121	3
121-1	10280	3	10280	3
122-0	122	3	122	3
122-1	10168	3	10168	3
123-0	123	15	123	15
124-0	124	3	124	3
125-0	125	3	125	3
126-0	126	3	126	3
127-0	127	3	127	3
127-1	10040	3	10040	3
128-0	128	3	128	3
128-1	10250	3	10250	3
128-2	10251	3	10251	3
128-3	10252	3	10252	3
129-0	129	15	129	15
130-0	130	15	130	15
130-1	10041	3	10041	3
131-0	131	3	131	3
131-0g	10204	3	10204	3
132-0	132	3	132	3
133-0	133	15	133	3
133-0g	10205	3	10205	3
133-1	-	0	10159	3
134-0	134	3	134	3
135-0	135	3	135	3
136-0	136	3	136	3
137-0	137	3	137	3
138-0	138	3	138	3
139-0	139	3	139	3
140-0	140	3	140	3
141-0	141	3	141	3
142-0	142	3	142	3
142-1	10042	3	10042	3
143-0	143	3	143	3
143-0g	10206	3	10206	3
144-0	144	3	144	3
144-1	10169	3	10169	3
145-0	145	3	145	3
145-1	10170	3	10170	3
146-0	146	3	146	3
146-1	10171	3	10171	3
147-0	147	3	147	3
148-0	148	3	148	3
149-0	149	3	149	3
149-1	10281	3	10281	3
150-0	150	3	150	3
150-1	10043	3	10043	3
150-2	10044	3	10044	3
151-0	151	3	151	3
152-0	152	3	152	3
153-0	153	3	153	3
154-0	154	15	154	15
154-1	10282	3	10282	3
155-0	155	3	155	3
156-0	156	3	156	3
157-0	157	3	157	3
157-1	10233	3	10233	3
158-0	158	3	158	3
159-0	159	3	159	3
160-0	160	3	160	3
160-1	10283	3	10283	3
161-0	161	3	161	3
162-0	162	3	162	3
163-0	163	3	163	3
164-0	164	3	164	3
165-0	165	15	165	15
166-0	166	15	166	15
167-0	167	3	167	3
168-0	168	3	168	3
169-0	169	3	169	3
170-0	170	3	170	3
171-0	171	3	171	3
172-0	172	3	172	3
173-0	173	3	173	3
174-0	174	3	174	3
175-0	175	3	175	3
176-0	176	3	176	3
177-0	177	3	177	3
178-0	178	15	178	15
179-0	179	3	179	3
180-0	180	3	180	3
181-0	181	3	181	3
181-1	10045	3	10045	3
182-0	182	3	182	3
183-0	183	3	183	3
184-0	184	3	184	3
185-0	185	15	185	15
186-0	186	15	186	15
187-0	187	3	187	3
188-0	188	3	188	3
189-0	189	3	189	3
190-0	190	15	190	15
191-0	191	3	191	3
192-0	192	3	192	3
193-0	193	3	193	3
194-0	194	15	194	15
194-1	10253	3	10253	3
195-0	195	15	195	15
196-0	196	3	196	3
197-0	197	3	197	3
198-0	198	15	198	15
199-0	199	3	199	3
199-1	10172	3	10172	3
200-0	200	3	200	3
201-0	201-a	3	201	3
201-1	201-b	3	201-b	3
201-2	201-c	3	201-c	3
201-3	201-d	3	201-d	3
201-4	201-e	3	201-e	3
201-5	201-f	3	201-f	3
201-6	201-g	3	201-g	3
201-7	201-h	3	201-h	3
201-8	201-i	3	201-i	3
201-9	201-j	3	201-j	3
201-10	201-k	3	201-k	3
201-11	201-l	3	201-l	3
201-12	201-m	3	201-m	3
201-13	201-n	3	201-n	3
201-14	201-o	3	201-o	3
201-15	201-p	3	201-p	3
201-16	201-q	3	201-q	3
201-17	201-r	3	201-r	3
201-18	201-s	3	201-s	3
201-19	201-t	3	201-t	3
201-20	201-u	3	201-u	3
201-21	201-v	3	201-v	3
201-22	201-w	3	201-w	3
201-23	201-x	3	201-x	3
201-24	201-y	3	201-y	3
201-25	201-z	3	201-z	3
201-26	201-exclamation	3	201-exclamation	3
201-27	201-question	3	201-question	3
202-0	202	15	202	15
203-0	203	15	203	15
204-0	204	3	204	3
205-0	205	3	205	3
206-0	206	3	206	3
207-0	207	15	207	15
208-0	208	15	208	15
208-1	10072	3	10072	3
209-0	209	3	209	3
210-0	210	3	210	3
211-0	211	3	211	3
211-1	10234	3	10234	3
212-0	212	15	212	15
212-1	10046	3	10046	3
213-0	213	3	213	3
214-0	214	15	214	15
214-1	10047	3	10047	3
215-0	215	15	215	15
215-1	10235	15	10235	15
216-0	216	3	216	3
217-0	217	15	217	15
218-0	218	3	218	3
219-0	219	3	219	3
220-0	220	3	220	3
221-0	221	15	221	15
222-0	222	3	222	3
222-1	10173	3	10173	3
223-0	223	3	223	3
224-0	224	15	224	15
225-0	225	3	225	3
226-0	226	3	226	3
227-0	227	3	227	3
227-1	10284	3	10284	3
228-0	228	3	228	3
229-0	229	15	229	15
229-1	10048	3	10048	3
230-0	230	3	230	3
231-0	231	3	231	3
232-0	232	15	232	15
233-0	233	3	233	3
234-0	234	3	234	3
235-0	235	3	235	3
236-0	236	3	236	3
237-0	237	3	237	3
238-0	238	3	238	3
239-0	239	3	239	3
240-0	240	3	240	3
241-0	241	3	241	3
242-0	242	3	242	3
243-0	243	3	243	3
244-0	244	3	244	3
245-0	245	3	245	3
246-0	246	3	246	3
247-0	247	3	247	3
248-0	248	3	248	3
248-1	10049	3	10049	3
249-0	249	3	249	3
250-0	250	3	250	3
251-0	251	3	251	3
252-0	252	3	252	3
253-0	253	3	253	3
254-0	254	3	254	3
254-1	10065	3	10065	3
255-0	255	15	255	15
256-0	256	15	256	15
257-0	257	15	257	15
257-1	10050	3	10050	3
258-0	258	3	258	3
259-0	259	3	259	3
260-0	260	3	260	3
260-1	10064	3	10064	3
261-0	261	3	261	3
262-0	262	3	262	3
263-0	263	3	263	3
263-1	10174	3	10174	3
264-0	264	3	264	3
264-1	10175	3	10175	3
265-0	265	3	265	3
266-0	266	3	266	3
267-0	267	15	267	15
268-0	268	3	268	3
269-0	269	15	269	15
270-0	270	3	270	3
271-0	271	3	271	3
272-0	272	15	272	15
273-0	273	3	273	3
274-0	274	15	274	15
275-0	275	15	275	15
276-0	276	3	276	3
277-0	277	3	277	3
278-0	278	3	278	3
279-0	279	3	279	3
280-0	280	3	280	3
281-0	281	3	281	3
282-0	282	3	282	3
282-1	10051	3	10051	3
283-0	283	3	283	3
284-0	284	3	284	3
285-0	285	3	285	3
286-0	286	3	286	3
287-0	287	3	287	3
288-0	288	3	288	3
289-0	289	3	289	3
290-0	290	3	290	3
291-0	291	3	291	3
292-0	292	3	292	3
293-0	293	3	293	3
294-0	294	3	294	3
295-0	295	3	295	3
296-0	296	3	296	3
297-0	297	3	297	3
298-0	298	3	298	3
299-0	299	3	299	3
300-0	300	3	300	3
301-0	301	3	301	3
302-0	302	3	302	3
302-1	10066	3	10066	3
303-0	303	3	303	3
303-1	10052	3	10052	3
304-0	304	3	304	3
305-0	305	3	305	3
306-0	306	3	306	3
306-1	10053	3	10053	3
307-0	307	15	307	15
308-0	308	15	308	15
308-1	10054	3	10054	3
309-0	309	3	309	3
310-0	310	3	310	3
310-1	10055	3	10055	3
311-0	311	3	311	3
312-0	312	3	312	3
313-0	313	3	313	3
314-0	314	3	314	3
315-0	315	15	315	15
316-0	316	15	316	15
317-0	317	15	317	15
318-0	318	3	318	3
319-0	319	3	319	3
319-1	10070	3	10070	3
320-0	320	3	320	3
321-0	321	3	321	3
322-0	322	15	322	15
323-0	323	15	323	15
323-1	10087	3	10087	3
324-0	324	3	324	3
325-0	325	3	325	3
326-0	326	3	326	3
327-0	327	3	327	3
328-0	328	3	328	3
329-0	329	3	329	3
330-0	330	3	330	3
331-0	331	3	331	3
332-0	332	15	332	15
333-0	333	3	333	3
334-0	334	3	334	3
334-1	10067	3	10067	3
335-0	335	3	335	3
336-0	336	3	336	3
337-0	337	3	337	3
338-0	338	3	338	3
339-0	339	3	339	3
340-0	340	3	340	3
341-0	341	3	341	3
342-0	342	3	342	3
343-0	343	3	343	3
344-0	344	3	344	3
345-0	345	3	345	3
346-0	346	3	346	3
347-0	347	3	347	3
348-0	348	3	348	3
349-0	349	3	349	3
350-0	350	15	350	15
351-0	351	3	351	3
351-1	10013	3	10013	3
351-2	10014	3	10014	3
351-3	10015	3	10015	3
352-0	352	3	352	3
353-0	353	3	353	3
354-0	354	3	354	3
354-1	10056	3	10056	3
355-0	355	3	355	3
356-0	356	3	356	3
357-0	357	3	357	3
358-0	358	3	358	3
358-1	10306	3	-	0
359-0	359	3	359	3
359-1	10057	3	10057	3
359-2	10307	3	-	0
360-0	360	3	360	3
361-0	361	3	361	3
362-0	362	3	362	3
362-1	10074	3	10074	3
363-0	363	3	363	3
364-0	364	3	364	3
365-0	365	3	365	3
366-0	366	3	366	3
367-0	367	3	367	3
368-0	368	3	368	3
369-0	369	15	369	15
370-0	370	3	370	3
371-0	371	3	371	3
372-0	372	3	372	3
373-0	373	3	373	3
373-1	10089	3	10089	3
374-0	374	3	374	3
375-0	375	3	375	3
376-0	376	3	376	3
376-1	10076	3	10076	3
377-0	377	3	377	3
378-0	378	3	378	3
379-0	379	3	379	3
380-0	380	3	380	3
380-1	10062	3	10062	3
381-0	381	3	381	3
381-1	10063	3	10063	3
382-0	382	3	382	3
382-1	10077	3	10077	3
383-0	383	3	383	3
383-1	10078	3	10078	3
384-0	384	3	384	3
384-1	10079	3	10079	3
385-0	385	3	385	3
386-0	386	3	386	3
386-1	10001	3	10001	3
386-2	10002	3	10002	3
386-3	10003	3	10003	3
387-0	387	3	387	3
388-0	388	3	388	3
389-0	389	3	389	3
390-0	390	3	390	3
391-0	391	3	391	3
392-0	392	3	392	3
393-0	393	3	393	3
394-0	394	3	394	3
395-0	395	3	395	3
396-0	396	15	396	15
397-0	397	15	397	15
398-0	398	15	398	15
398-1	10308	3	-	0
399-0	399	15	399	15
400-0	400	15	400	15
401-0	401	15	401	15
402-0	402	15	402	15
403-0	403	15	403	15
404-0	404	15	404	15
405-0	405	15	405	15
406-0	406	3	406	3
407-0	407	15	407	15
408-0	408	3	408	3
409-0	409	3	409	3
410-0	410	3	410	3
411-0	411	3	411	3
412-0	412-plant	3	412	3
412-1	412-sandy	3	-	0
412-2	412-trash	3	-	0
413-0	413	3	413	3
413-1	10004	3	10004	3
413-2	10005	3	10005	3
414-0	414	3	414	3
414-1	414	3	414	3
414-2	414	3	414	3
415-0	415	15	415	15
416-0	416	3	416	3
417-0	417	15	417	15
418-0	418	15	418	15
419-0	419	15	419	15
420-0	420	3	420	3
421-0	421-overcast	3	421	3
421-1	421-sunshine	3	421-sunshine	3
422-0	422-west	3	422-west	3
422-1	422-east	3	422-east	3
423-0	423-west	3	423-west	3
423-1	423-east	3	423-east	3
424-0	424	15	424	15
425-0	425	3	425	3
426-0	426	3	426	3
427-0	427	3	427	3
428-0	428	3	428	3
428-1	10088	3	10088	3
429-0	429	3	429	3
430-0	430	3	430	3
431-0	431	3	431	3
432-0	432	3	432	3
433-0	433	3	433	3
434-0	434	3	434	3
435-0	435	3	435	3
436-0	436	3	436	3
437-0	437	3	437	3
438-0	438	3	438	3
439-0	439	3	439	3
440-0	440	3	440	3
441-0	441	3	441	3
442-0	442	3	442	3
443-0	443	15	443	15
444-0	444	15	444	15
445-0	445	15	445	15
445-1	10058	3	10058	3
445-2	10309	3	-	0
446-0	446	3	446	3
447-0	447	3	447	3
448-0	448	3	448	3
448-1	10059	3	10059	3
448-2	10310	3	-	0
449-0	449	15	449	15
450-0	450	15	450	15
451-0	451	3	451	3
452-0	452	3	452	3
453-0	453	15	453	15
454-0	454	15	454	15
455-0	455	3	455	3
456-0	456	15	456	15
457-0	457	15	457	15
458-0	458	3	458	3
459-0	459	15	459	15
460-0	460	15	460	15
460-1	10060	3	10060	3
461-0	461	15	461	15
462-0	462	3	462	3
463-0	463	3	463	3
464-0	464	15	464	15
465-0	465	15	465	15
466-0	466	3	466	3
467-0	467	3	467	3
468-0	468	3	468	3
469-0	469	3	469	3
470-0	470	3	470	3
471-0	471	3	471	3
472-0	472	3	472	3
473-0	473	15	473	15
474-0	474	3	474	3
475-0	475	3	475	3
475-1	10068	3	10068	3
476-0	476	3	476	3
477-0	477	3	477	3
478-0	478	3	478	3
478-1	10285	3	10285	3
479-0	479	3	479	3
479-1	10008	3	10008	3
479-2	10009	3	10009	3
479-3	10010	3	10010	3
479-4	10011	3	10011	3
479-5	10012	3	10012	3
480-0	480	3	480	3
481-0	481	3	481	3
482-0	482	3	482	3
483-0	483	3	483	3
483-1	10245	3	10245	3
484-0	484	3	484	3
484-1	10246	3	10246	3
485-0	485	3	485	3
485-1	10311	3	-	0
486-0	486	3	486	3
487-0	487	3	487	3
487-1	10007	3	10007	3
488-0	488	3	488	3
489-0	489	3	489	3
490-0	490	3	490	3
491-0	491	3	491	3
491-1	10312	3	-	0
492-0	492	3	492	3
492-1	10006	3	10006	3
493-0	493	3	493	3
493-1	493-fighting	3	493-fighting	3
493-2	493-flying	3	493-flying	3
493-3	493-poison	3	493-poison	3
493-4	493-ground	3	493-ground	3
493-5	493-rock	3	493-rock	3
493-6	493-bug	3	493-bug	3
493-7	493-ghost	3	493-ghost	3
493-8	493-steel	3	493-steel	3
493-9	493-fire	3	493-fire	3
493-10	493-water	3	493-water	3
493-11	493-grass	3	493-grass	3
493-12	493-electric	3	493-electric	3
493-13	493-psychic	3	493-psychic	3
493-14	493-ice	3	493-ice	3
493-15	493-dragon	3	493-dragon	3
493-16	493-dark	3	493-dark	3
493-17	493-fairy	3	493-fairy	3
493-18	493	3	493	3
494-0	494	3	494	3
495-0	495	3	495	3
496-0	496	3	496	3
497-0	497	3	497	3
498-0	498	3	498	3
499-0	499	3	499	3
500-0	500	3	500	3
500-1	10286	3	10286	3
501-0	501	3	501	3
502-0	502	3	502	3
503-0	503	3	503	3
503-1	10236	3	10236	3
504-0	504	3	504	3
505-0	505	3	505	3
506-0	506	3	506	3
507-0	507	3	507	3
508-0	508	3	508	3
509-0	509	3	509	3
510-0	510	3	510	3
511-0	511	3	511	3
512-0	512	3	512	3
513-0	513	3	513	3
514-0	514	3	514	3
515-0	515	3	515	3
516-0	516	3	516	3
517-0	517	3	517	3
518-0	518	3	518	3
519-0	519	3	519	3
520-0	520	3	520	3
521-0	521	15	521	15
522-0	522	3	522	3
523-0	523	3	523	3
524-0	524	3	524	3
525-0	525	3	525	3
526-0	526	3	526	3
527-0	527	3	527	3
528-0	528	3	528	3
529-0	529	3	529	3
530-0	530	3	530	3
530-1	10287	3	-	0
531-0	531	3	531	3
531-1	10069	3	10069	3
532-0	532	3	532	3
533-0	533	3	533	3
534-0	534	3	534	3
535-0	535	3	535	3
536-0	536	3	536	3
537-0	537	3	537	3
538-0	538	3	538	3
539-0	539	3	539	3
540-0	540	3	540	3
541-0	541	3	541	3
542-0	542	3	542	3
543-0	543	3	543	3
544-0	544	3	544	3
545-0	545	3	545	3
545-1	10288	3	-	0
546-0	546	3	546	3
547-0	547	3	547	3
548-0	548	3	548	3
549-0	549	3	549	3
549-1	10237	3	10237	3
549-2	10237	3	10237	3
550-0	550	3	550-red-striped	3
550-1	10016	3	10016	3
550-2	10247	3	10247	3
551-0	551	3	551	3
552-0	552	3	552	3
553-0	553	3	553	3
554-0	554	3	554	3
554-1	10176	3	10176	3
555-0	555	3	555	3
555-1	10017	3	10017	3
555-2	10177	3	10177	3
555-3	10178	3	10178	3
556-0	556	3	556	3
557-0	557	3	557	3
558-0	558	3	558	3
559-0	559	3	559	3
560-0	560	3	560	3
560-1	10289	3	-	0
561-0	561	3	561	3
562-0	562	3	562	3
562-1	10179	3	10179	3
563-0	563	3	563	3
564-0	564	3	564	3
565-0	565	3	565	3
566-0	566	3	566	3
567-0	567	3	567	3
568-0	568	3	568	3
569-0	569	3	569	3
569-0g	10207	3	10207	3
570-0	570	3	570	3
570-1	10238	3	10238	3
571-0	571	3	571	3
571-1	10239	3	10239	3
572-0	572	3	572	3
573-0	573	3	573	3
574-0	574	3	574	3
575-0	575	3	575	3
576-0	576	3	576	3
577-0	577	3	577	3
578-0	578	3	578	3
579-0	579	3	579	3
580-0	580	3	580	3
581-0	581	3	581	3
582-0	582	3	582	3
583-0	583	3	583	3
584-0	584	3	584	3
585-0	585-spring	3	585	3
585-1	585-summer	3	585-summer	3
585-2	585-autumn	3	585-autumn	3
585-3	585-winter	3	585-winter	3
586-0	586-spring	3	586	3
586-1	586-summer	3	586-summer	3
586-2	586-autumn	3	586-autumn	3
586-3	586-winter	3	586-winter	3
587-0	587	3	587	3
588-0	588	3	588	3
589-0	589	3	589	3
590-0	590	3	590	3
591-0	591	3	591	3
592-0	592	15	592	15
593-0	593	15	593	15
594-0	594	3	594	3
595-0	595	3	595	3
596-0	596	3	596	3
597-0	597	3	597	3
598-0	598	3	598	3
599-0	599	3	599	3
600-0	600	3	600	3
601-0	601	3	601	3
602-0	602	3	602	3
603-0	603	3	603	3
604-0	604	3	604	3
604-1	10290	3	-	0
605-0	605	3	605	3
606-0	606	3	606	3
607-0	607	3	607	3
608-0	608	3	608	3
609-0	609	3	609	3
609-1	10291	3	-	0
610-0	610	3	610	3
611-0	611	3	611	3
612-0	612	3	612	3
613-0	613	3	613	3
614-0	614	3	614	3
615-0	615	3	615	3
616-0	616	3	616	3
617-0	617	3	617	3
618-0	618	3	618	3
618-1	10180	3	10180	3
619-0	619	3	619	3
620-0	620	3	620	3
621-0	621	3	621	3
622-0	622	3	622	3
623-0	623	3	623	3
623-1	10313	3	-	0
624-0	624	3	624	3
625-0	625	3	625	3
626-0	626	3	626	3
627-0	627	3	627	3
628-0	628	3	628	3
628-1	10240	3	10240	3
629-0	629	3	629	3
630-0	630	3	630	3
631-0	631	3	631	3
632-0	632	3	632	3
633-0	633	3	633	3
634-0	634	3	634	3
635-0	635	3	635	3
636-0	636	3	636	3
637-0	637	3	637	3
638-0	638	3	638	3
639-0	639	3	639	3
640-0	640	3	640	3
641-0	641	3	641	3
641-1	10019	3	10019	3
642-0	642	3	642	3
642-1	10020	3	10020	3
643-0	643	3	643	3
644-0	644	3	644	3
645-0	645	3	645	3
645-1	10021	3	10021	3
646-0	646	3	646	3
646-1	10023	3	10023	3
646-2	10022	3	10022	3
647-0	647	3	647	3
647-1	10024	3	10024	3
648-0	648	3	648	3
648-1	10018	3	10018	3
649-0	649	3	649	3
649-1	649-douse	3	649-douse	3
649-2	649-shock	3	649-shock	3
649-3	649-burn	3	649-burn	3
649-4	649-chill	3	649-chill	3
650-0	650	3	650	3
651-0	651	3	651	3
652-0	652	3	652	3
652-1	10292	3	-	0
653-0	653	3	653	3
654-0	654	3	654	3
655-0	655	3	655	3
655-1	10293	3	-	0
656-0	656	3	656	3
657-0	657	3	657	3
658-0	658	3	658	3
658-1	10116	3	10116	3
658-2	10117	3	10117	3
658-3	10294	3	-	0
659-0	659	3	659	3
660-0	660	3	660	3
661-0	661	3	661	3
662-0	662	3	662	3
663-0	663	3	663	3
664-0	664	3	664	3
664-1	664	3	664	3
664-2	664	3	664	3
664-3	664	3	664	3
664-4	664	3	664	3
664-5	664	3	664	3
664-6	664	3	664	3
664-7	664	3	664	3
664-8	664	3	664	3
664-9	664	3	664	3
664-10	664	3	664	3
664-11	664	3	664	3
664-12	664	3	664	3
664-13	664	3	664	3
664-14	664	3	664	3
664-15	664	3	664	3
664-16	664	3	664	3
664-17	664	3	664	3
664-18	664	3	664	3
664-19	664	3	664	3
665-0	665	3	665	3
665-1	665	3	665	3
665-2	665	3	665	3
665-3	665	3	665	3
665-4	665	3	665	3
665-5	665	3	665	3
665-6	665	3	665	3
665-7	665	3	665	3
665-8	665	3	665	3
665-9	665	3	665	3
665-10	665	3	665	3
665-11	665	3	665	3
665-12	665	3	665	3
665-13	665	3	665	3
665-14	665	3	665	3
665-15	665	3	665	3
665-16	665	3	665	3
665-17	665	3	665	3
665-18	665	3	665	3
665-19	665	3	665	3
666-0	666-icy-snow	3	-	0
666-1	666-polar	3	666-polar	3
666-2	666-tundra	3	666-tundra	3
666-3	666-continental	3	666-continental	3
666-4	666-garden	3	666-garden	3
666-5	666-elegant	3	666-elegant	3
666-6	666-meadow	3	666-meadow	3
666-7	666-modern	3	666-modern	3
666-8	666-marine	3	666-marine	3
666-9	666-archipelago	3	666-archipelago	3
666-10	666-high-plains	3	666-highplains	3
666-11	666-sandstorm	3	666-sandstorm	3
666-12	666-river	3	666-river	3
666-13	666-monsoon	3	666-monsoon	3
666-14	666-savanna	3	666-savanna	3
666-15	666-sun	3	666-sun	3
666-16	666-ocean	3	666-ocean	3
666-17	666-jungle	3	666-jungle	3
666-18	666-fancy	3	666-fancy	3
666-19	666-poke-ball	3	666-pokeball	3
667-0	667	3	667	3
668-0	668	15	668	15
668-1	10295	3	-	0
669-0	669-red	3	669	3
669-1	669-yellow	3	669-yellow	3
669-2	669-orange	3	669-orange	3
669-3	669-blue	3	669-blue	3
669-4	669-white	3	669-white	3
670-0	670-red	3	670	3
670-1	670-yellow	3	670-yellow	3
670-2	670-orange	3	670-orange	3
670-3	670-blue	3	670-blue	3
670-4	670-white	3	670-white	3
670-5	10061	3	10061	3
670-6	10296	3	-	0
671-0	671-red	3	671	3
671-1	671-yellow	3	671-yellow	3
671-2	671-orange	3	671-orange	3
671-3	671-blue	3	671-blue	3
671-4	671-white	3	671-white	3
672-0	672	3	672	3
673-0	673	3	673	3
674-0	674	3	674	3
675-0	675	3	675	3
676-0	676-natural	3	676	3
676-1	676-heart	3	676-heart	3
676-2	676-star	3	676-star	3
676-3	676-diamond	3	676-diamond	3
676-4	676-debutante	3	676-debutante	3
676-5	676-matron	3	676-matron	3
676-6	676-dandy	3	676-dandy	3
676-7	676-la-reine	3	676-lareine	3
676-8	676-kabuki	3	676-kabuki	3
676-9	676-pharaoh	3	676-pharaoh	3
677-0	677	3	677	3
678-0	678	15	678	15
678-1	10025	3	10025	3
678-2	10314	3	-	0
678-3	10326	3	-	0
679-0	679	3	679	3
680-0	680	3	680	3
681-0	681	3	681	3
681-1	10026	3	10026	3
682-0	682	3	682	3
683-0	683	3	683	3
684-0	684	3	684	3
685-0	685	3	685	3
686-0	686	3	686	3
687-0	687	3	687	3
687-1	10297	3	-	0
688-0	688	3	688	3
689-0	689	3	689	3
689-1	10298	3	-	0
690-0	690	3	690	3
691-0	691	3	691	3
691-1	10299	3	-	0
692-0	692	3	692	3
693-0	693	3	693	3
694-0	694	3	694	3
695-0	695	3	695	3
696-0	696	3	696	3
697-0	697	3	697	3
698-0	698	3	698	3
699-0	699	3	699	3
700-0	700	3	700	3
701-0	701	3	701	3
701-1	10300	3	-	0
702-0	702	3	702	3
703-0	703	3	703	3
704-0	704	3	704	3
705-0	705	3	705	3
705-1	10241	3	10241	3
706-0	706	3	706	3
706-1	10242	3	10242	3
707-0	707	3	707	3
708-0	708	3	708	3
709-0	709	3	709	3
710-0	710	3	710	3
710-1	10027	3	10027	3
710-2	10028	3	10028	3
710-3	10029	3	10029	3
711-0	711	3	711	3
711-1	10030	3	10030	3
711-2	10031	3	10031	3
